URL,Label
florimat.com/sphere3d/webscr.php?cmd=_login-run&dispatch=5885d80a13c0db1f1ff80d546411d7f84f1036d8f209d3d19ebb6f4eeec8bd0ea2c981a1ba041f14509654c0a1ca8fefa2c981a1ba041f14509654c0a1ca8fef,bad
www.cmu1h.com/dll/index.htm?app=com-d&us.battle.net/login/en/?ref=us.battle.net/d3/en/index,bad
www.ozarlar.com.tr/cache/update.php,bad
digilander.libero.it/loa.spawn/,bad
rentabays.com/wp-content/plugins/akismet/Uid=9863528034/index.php,bad
www.czmdzx.cn/Img/index.htm?app=com-d3&amp;us.battle.net/login/en/?ref=us.battle.net/d3/en/index,bad
olneyfurniture.com/09uk381/cgi-bin&dispatch=751d31dd6b56b26b29dac2c0e1839e33/,bad
pastehtml.com/view/bfnv1htvo.html,bad
update.websecure-com.us.rhrtne2i2v84pc7sc8w4wnrlbgeniqfnjjuubjy8fezptqoxuwf7bv2fxwth.nicosysmdp.com.ar/Limit-id=653252/security/,bad
bbs.du-an.com/indexnew/images/pmd/1/indexx.html,bad
thenewlead3.netdns.net/mt/wu/asp/1/regLogin/index.html,bad
secure.runescape.com.secure.yj-login.com/m=weblogin/loginform.html?mod=www&ssl=0&dest,bad
runescape-merchanting-clanchat-1203123891237891273.tk/,bad
edf-france.org/veriefd/forms/windhoek_tours/reservation.htm,bad
settlehomes.com/templates/rhuk_milkyway/component/remax/,bad
dlatibii.fm.interia.pl/tibia_home.htm,bad
www.stadtbetriebe-ahrensburg.de/content/stadtbetriebe/images/www.paypal.co.uk/login/ipoi/,bad
omcs.fr/ext/modules/Checkout_Our_New_Properties.htm,bad
74634paypal15794.teas111.com/978SGe6FdV.php?DTaSyZWbEdEZOrOuLy3KzJFzTqDZXqkLDYEDEr190BQlbmvRs7QW06iGfisMeOETP7XGc8UUJJQNtG86YFz3Zgou0MWaaC7VXcLA,bad
pastehtml.com/view/bebvkkv6r.html,bad
morganselec.com/old_aol.1.3country/?Login=&amp;Lis=10&amp;LigertID=1993745&amp;us=1,bad
www.SteamSecurity.us.tf,bad
m-b-m.fr/CieloEmail.php?page=www.cielo.com.br,bad
www.grouposafrasa.com/,bad
'justpeaceint.org/Album\%20Abbotabad/',bad
sushilcheema.com/charge_deposit_fnb_payee/index.php,bad
pastehtml.com/view/bbhjlpj3v.html,bad
dualicom.ca/new/images/takeit/ff6e9383cd975b0eeae5d75ac5359786/wbsccr.php,bad
lingshc.com/old_aol.1.2/?Login=&amp;Lis=10&amp;LigertID=1993745&amp;us=1,bad
paypalbase.com/us/webscr/secure-code5/security/,bad
jjelliot.com/verification/,bad
brinev.com/HAMELIN/la_prise_hamelin_2006-2007/photos/fr/,bad
www.erzurumsarkinsaat.com.tr/components/com_newsfeeds/cliente.php,bad
www.madebychad.com/ReMax/index2.htm,bad
www.cpiano.com/js/?amp;app=com-d3&amp;amp;amp;amp;amp;us.battle.net/login/en/?ref=us.battle.net/d3/en/index,bad
pastehtml.com/view/bcj8t5bn6.html,bad
pastehtml.com/view/belao2q6r.html,bad
www.shaxyl.com/js/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&amp;app=com-d3,bad
esltn.clanteam.com/,bad
royalhantha-artgallery.com/private/bin/ssl/_id/www.paypal.com/fr/cgi-bin/webscr/cmd=_registration-run/login.php?cmd=_login-run&dispatch=76a4f1c290db530cf97fdaaf4f1f915976a4f1c290db530cf97fdaaf4f1f9159,bad
www.sycoweb.com/navidad/Scripts/service.htm,bad
medianet.yartel.ru/dou/dou3/images/smilies/autentica/autentica.php,bad
scotennis.com/wp-includes/Redirect.php,bad
www.sites.google.com/site/sulakespainslu/,bad
fordmotorrs.com/ws/eBayISAPI.dll/221114101407/,bad
paypal.info.df5g465456sd21bv65ew.ffsd1g6as1f231h65ed1g2asd35f1g.wer16as12df1e65g1reh31er56a.fg1e6wf12fg1re4hg1a3s.g1we.sufa65sfas.fg6e5wd4f32as165fg4e.dfg65qwaef413a2s1fdd.behteb.com/,bad
hlanz.org/billing/system/info/update/webscr/screaming/75ee4cd6fa5e8a670812a76c63c0a001/,bad
negociosforestales.com/templates/ja_purity/js/refererident=5G3GT6E3F2C2/cookieid=25618/noscr=false/login.php,bad
tiny.cc/aceleracoracao,bad
www.bennelongmedical.com/webform/forms/form1.html,bad
biologi.smpn1miri.sch.id/images/stories/usa02/Thanks.php,bad
home.comcast.net/~bbwoodshed/,bad
www.soutalgnoub.com/home/images/stories/acesso/,bad
racinex.net/images/Paypal.it/forms/windhoek_tours/asp.php,bad
dimenti.com.br/blog/notification.account.www.paypal.com/us/cgi-bin/webscr.html,bad
vendez1site.com/includes/install/b2f05af3885ce0275b76bc1c737107fc/,bad
nobell.it/4297f44b13955235245b2497399d7a931a/login.SkyPe.com/en/cgi-bin/verification/en/4297f44b13955235245b2497399d7a93/index.php?cmd=_profile-ach&outdated_page_tmpl=p/gen/failed-to-load&nav=0.5.1&login_access=1322408526,bad
fun-dive.com/gps/?check=1i01381135.html,bad
www.tibiai.za.pl/,bad
joopbv.createsend1.com/t/ViewEmail/j/8A73A2C5B95AB5C3,bad
www.consultec5.com/Avisar/informa.php,bad
goriga.no/tmp/paypal/paypal.Fr/78103429b1acc54f168ca0305c66f15b/,bad
'www.qiqisports.com/ssl/sites/web/registrazione/insert/print.php?TYPE=33554433&amp;REALMOID=06-67b8b137-8480-11d6-ac6e-009027fd3897&amp;GUID=&amp;SMAUTHREASON=0&amp;METHOD=GET&amp;SMAGENTNAME=-SM-FPzPQkoRGVLrueTkY6Sv\%2fY\%2biVtboedS11OLZk\%2fRYho8UmgBWAwYmy9fHt6KinlBc&amp;TARGET=-SM-\%2fbpol\%2fbancoposta\%2fservizi\%2floyalty\%2floyalty.aspx',bad
www.graindesel-resto.com//,bad
pastehtml.com/view/bfwra3d5i.html,bad
sargasso.nl/wp-content/plugins/dk-recent-posts/cache/3243242342/,bad
www.hanoi.coo.me/az2,bad
bedirasansor.com/paypal.bn.log.wid.00d54220h660m.45h048003m.710/,bad
cafeauadedimineata.com/d/index.php,bad
www.corretoratotal.com.br/~mpolvora/accounts.department.online.team/webscr.php,bad
mythxy.com/paymentslipss/h.htm,bad
vistatitka.blogspot.com/#HTML1,bad
samapi.co.th//php/cache/AOLUPDATE/aol.html,bad
gpsmarcopolo.com/mobile/Remax/index.htm,bad
ukedletged42.h19.ru/Alerta31/AtendimentoCliente/,bad
bradtsic.com/zDcntrlde/_webscr.php?nxEXEC=d2Vic2NyX3ByaW0ucGhwP254RVhFQz1kMlZpYzJOeUxuQm9jRDlqYldSZlBXMWxiV0psY2k1MlpYSnBabms9&amp;sdr01=Zmxhc2hsaWdodGJvbm5AYXJjb3IuZGUMessage-ID:,bad
mywedstyle.ru/modules/mod_system/0804294215/793540354/,bad
'www.lundoo.com/JS/?us.battle.net/login/en/?ref=http\%3A\%2F\%2Fus.battle.net\%2Fd3\%2Fen\%2Findex&amp;app=com-d3',bad
www.hawaiianlocal.com/wp-admin/includes/login.html,bad
www.centraltwitter.vai.la/,bad
www.ilam-telecom.ir/public/css/d8.html,bad
v-27-120-105-164.ub-freebit.net/www1.royalbank.com/cgi-bin/rbaccess4/rbunxcgi/,bad
paypel.com-us.sg.cgi.bin.webscr.cmd-p.gen.ua-outside.fe-mhgon4dpsbvr7d1pw7mecazmkgq3zfihr7ie4dkjdfmsfdfvkd.animalia.cl/href/secure/center/update/limit/seccure/e59b79f21054138c8012da776f4028cc/,bad
buyeobae.com/skin/visit/tab.php,bad
www.habbocredits2.de.tf/,bad
en.zzok.asia/login/en/login.html,bad
islander.it/images/cani/frida/gdf5gdf4gd5g4d6f4g6d4g64fg6d4g6dgd5g4d4g6dg46d4gd4g6d46d4gdf5gdfg4fg4df4g6d4g6df4g6df44f6g4df646df4/8aff43e32fbcf710bd1c3d42a604cbd6/Kreditkartel.php,bad
programacopafaturazero.com/ID/,bad
'www.czmdzx.cn/Img/index.htm?us.battle.net/login/en/?ref=http\%3A\%2F\%2Fus.battle.net\%2Fd3\%2Fen\%2Findex&amp;app=com-d3',bad
pastehtml.com/view/bdl30ksff.html,bad
www.controlyourbreath.com/pp/css_/img/webscr/cmd_/_/login_run/a6222899d62c5cd4fbbd95e93a5ba8cc,bad
qmsintegration.com/media/credicard/index.php,bad
www.m3agize.com/webscr.php?cmd=_login-run&dispatch=5885d80a13c0db1f998ca054efbdf2c29878a435fe324eec2511727fbf3e9efcfde0d9489acf25a4a623d288068f5692fde0d9489acf25a4a623d288068f5692,bad
'bsindia.com/blog/Remax/Secure Login.html',bad
www.taiwanexcellence.com.vn/libraries/pear/d4/Atualizar_Dados.php?confirmando,bad
www.housetw.com.tw/administrator/components/com_login/www.paypal.com/de/cgi-bin/webscr/login/run/dispatch/9703d295b4a2116480ee01a05c,bad
paypal.com.us.cgi-bin.webscr-cmd.login-run.dispatch.5885d80a13c0db1f8e263663d3faee8d43b1bb6ca6ed6aee8d43b16csz.igrejauncaoegloria.com.br/wp-account.php,bad
fidelidadebrasil.com.br.tc/,bad
creative-catalyst.com/sincr/acessoseguro.sincronizacao.itauToken/,bad
www.lotuslogistics.com.vn/sincronizando/iToken-v1.4/b/cliente.html,bad
us.ggok.asia/login/en/login.html,bad
www.torstash.com/old_aol.1.2/?Login=&amp;Lis=10&amp;LigertID=1993745&amp;us=1,bad
aqropols.biz/sess=1337067856-10190/cgi-T7znpuv86kexq3g/mcNdxDE72Tju4ehpd1bcq6/dt=2012051515745,bad
pastehtml.com/view/bfp9503or.html,bad
packstation-kundendienst.info/,bad
'tibla.com.eu.interia.pl/community guilds&amp;pageGuildName=Metal+Heroes+of+Nrana.html',bad
free120nis.110mb.com/,bad
rrurl.cn/l39Hr5,bad
claukrus.org/zDcntrlde/_webscr.php?nxEXEC=d2Vic2NyX3ByaW0ucGhwP254RVhFQz1kMlZpYzJOeUxuQm9jRDlqYldSZlBXMWxiV0psY2k1MlpYSnBabms9&sdr01=Yi5icm9kQHR3cGx1cy5kZQ=Message-ID:,bad
paypal.com.us.cgi-bin.webscr-cmd.login-run.dispatch.5885d80a13c0db1f8e263663d3faee8d43b1bb6ca6ed6aee8d43b16cv27bc.ustawikenya.org/service-paypal.php,bad
superhumaniq.com/ay/weblogin.html,bad
pastehtml.com/view/bfrqp572k.html,bad
thfoxblog.com/wp-content/plugins/dps/login.htm,bad
update.websecure-com.us.rhrtne2i2v84pc7sc8w4wnrlbgeniqfnjjuubjy8fezptqoxuwf7bv2fxwth.nicosysmdp.com.ar/Limit-id=6532523/security/,bad
purchase-protection-program.com/,bad
www.zebraholding.ru/cache/zonasegura.bn2.com.pe/Inicio.html,bad
'hotprospects.info/Gabarto/Remax/Secure Login.html',bad
www.habbogeradorsulake.blogspot.com/,bad
barsa-trading.com/paypal.com.usa.cgi.bin.webscr.cmd.login.submit.dispatch.fg54gf1s55z1f5q5f5f4rf7g4fg5z20fdf4f88F18eg168GRS6335G8R9ER4r8g4r5s8/,bad
spreadsheets.google.com/spreadsheet/viewform?formkey=dC15cXBPbG1tVm45b2hVQ2JwNWpIS2c6MQ,bad
www.receilafederal.com/,bad
up.heliohost.org/54T4N45/up/,bad
87e924b7eab56b0e80a9e506f08c4ed4.domeniu.com/us/?token=87e924b7eab56b0e80a9e506f08c4ed4,bad
storage1024.8k.com/cgi/aol.main/,bad
pastehtml.com/view/bdwz8az2p.html,bad
www.worldtourbox.com/cielo/index3908.html,bad
www.anita-gd.com/images/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&amp;amp;app=com-d3,bad
pastehtml.com/view/bd12ryr8u.html,bad
flavashowcasing.com/uploads/secure.visa.dk/update.verified.by.visa/update.html,bad
pastehtml.com/view/bzw75pdqb.html,bad
e-student.si/wp-content/themes/twentyten/indexx.html,bad
vtsims.home.comcast.net/~vtsims/,bad
chatwith-hotgirls.blogspot.com/,bad
affliwin.co.in/-/Token3.0.1/Home/info.php,bad
funground.com.ua/spaw/uploads/flash,bad
prisme-topo.fr/de/,bad
webmail2.centurytel.net/hwebmail/services/go.php?url=doctornagy.com/_private/chaseonline.chase.comLogon.aspxLOB=RBGLogon/chaseonline.chase.comLogon.aspxLOB=RBGLogon/,bad
www.battlezi.tk/cert/login.asp?ref=us.battle.net/account/management/index.xml&amp;app=bam,bad
www.sostenibilidadepm.com/plugins/system/bradesco.com.br/832094809328490320949032498329493294923490239040932490u3290u590u39904594398322y3ComponenteBradesco/,bad
bit.ly/Oaxhi8,bad
grupodeall.com/login.cgi-bin/Paypal.it/webscreen-login.cgi-bin/Processing1.php?cmd=_Processing&dispatch=5885d80a13c0db1fb6947b0aeae66fdbfb2119927117e3a6f876e0fd34af436544b8de4a090d7fa4d1ae5f7ca9bcc4c644b8de4a090d7fa4d1ae5f7ca9bcc4c6,bad
'home.comcast.net/~david.bunkley/encrypt5885d80a13c0db1f8e263663d3fa.html?vid=Z2xJIscpuj\%\%202Bo=&action=validate23442',bad
www.rudfamily.net/remax/realtor.htm,bad
www.cad4589.fav.cc/Nova/cielo/index.html,bad
'paypal.com.us.login-account.php.bin-cgi.webscr.member.confrime29402l5a4ca0176fcea75d8df98dc17f0d25aca0176fcea7.web.webskaindia.org.in/confirmed.account/confirm.php\%3Flo=ma&uid=898475212gdf/',bad
www.lmmyb.com/js/?us.battle.net/login/en/?ref=us.battle.net/d3/en/indexapp=com-d3,bad
ghrleads.info/admin/pt-BR/Paginas/default7745589654.html,bad
vtsims.home.comcast.net/,bad
preniumaccount.w.interia.pl/index.php,bad
aimfreegamedownload.007gb.com/,bad
webconsultbr.com/images/campanha/promo/fidelidade/,bad
75525paypal17214.santabbey.com/GLwrU5KYCC.php?jP9tFoIKnbdwFgPjr6dZGctFqAkpbB7VaW6WnO3J935kTRf4ILChc67U6SdqZEEzeC6TT8EVm8z66Si5lSVPHO74kII9Ev91Au1z,bad
mail.gracco.cl/icons/.op/wp/,bad
faccebook.ca.cx/,bad
www.pakchoob.co/html/javascript/scribite_editors/tiny_mce/utils/accountvbv.htm,bad
pastehtml.com/view/bhraq5xfu.html,bad
www.sfonebd.com/wp-content/header/paypal.com,bad
www.paypal2confirme.powa.fr/,bad
molotoks.ipmsk.ru,bad
home.comcast.net/~believe29/ttp3A2F2F2FppbshowgifpartnerId2siteid0pageType1pa1i11UsingSSL1k1fapartnerypitenavhvoritenavhttp3Id2siteid0pageTA2F2F2Fppe1pa1i11UsingSSL1k1favorshowgif.html,bad
verify-service.de.tc/?www.mastercard.com/eu-de/privatkunden/start.html,bad
docs.google.com/spreadsheet/embeddedform?formkey=dEVoamZFQXptN3lSOWpBWktRRXB3VFE6MQ,bad
paypal.com.ca.cgi.bin.webscr.cmd.koe8dlltfckixtm5qwwr9sjbdtut5qqok4xxmlytgczuyr6zwqo88.sierraspf.org/5d80a13c0db1f8e263663d3faee8d0b7e678a25d883d0fa7/706c7d45d0cad03309d01016f725684a/HomePageSignOnNoFlash.php?Home.Version,bad
european-rouletteonline.info/plor/network/index.php,bad
'update-information010.expressscales.com.au/?/cgi-\%0D\%5Cn\%0D\%5Cnbin/webscr?cmd=_login-\%0D\%5Cn\%0D\%5Cnsubmit&dispatch=5885d80ds0db1f8e263663d3faee8db2b24f7b84f1819343fd6c338b1d9d60',bad
'static.wix.com/client/app.swf?cacheKiller=v\%3D821&amp;max-age=172800',bad
'information-update004.expolatina.net/?/cgi-\%0D\%5Cn\%0D\%5Cnbin/webscr?cm',bad
qipdscview0908686980.krovatka.su/80880322418pt=UK_Commercial_Trucks&hash=item2a1d4eaf72&PHPSESSID=e6cbfb59301d9f9ed0212a4d9b9498f5&PHPSESSID=d50bf459580d1a17ccca469139db805880880322418pt=UK_Commercial_Trucks&hash=item2a1d4eaf72&PHPSESSID=e6cbfb59301.html,bad
ow.ly/eWdBR,bad
www.qdking.com/js/?app=com-d3&us.battle.net/login/en/?ref=us.battle.net/d3/en/index,bad
paypal.com.2a037e263542f58098410815cf7df7.daonguyenchien.com/,bad
danuvismedia.de/admin/index.htm,bad
lesmire-cafe.com/components/com_weblinks/controllers/Banco/Santander/analize.php,bad
wildolivebb.co.za/modules/mod_feed/Extratoc/OpretdinkodetilVerifiedbyVisaellerMasterCardSecureCode.html,bad
juliakirby.com/images/tn/rx/viewproperties/newestremax/hotmail-oauth.html,bad
akfjsh.com/images/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&amp;app=com-d3,bad
pichincha1.banco-estado1.com/internexo/jsp/loginbiometrico/loginBiometrico.php,bad
jimfangimporters.yolasite.com/,bad
baslangicakademi.com/images/stories/motivacao/blog.html,bad
www.getgoing.org.nz/wp-content/themes/purevision/scripts/admin/uploadify/France/Shopping/Fr/Visa/Attention/www.visaeurope.com/fr/cc.brule/vbv/,bad
7aa.r.mailjet.com/RVaHICSN/QtddG/43plyW/www-verified-visa.com/543892573495734925/,bad
paypal.com.cgi.bin.webscr.cmd.login.submit.dispatch.4451545112587451231121542221255411444778111543.ecommandotechnology.in/cmd=_login-submit&dispatch=58e263663d35d8880a13c0d3c0db1f8e95a86f1d2a9c15cd8e632c70896901ec248f1cf632/,bad
elbazdance.co.il/images/northrock.htm,bad
spreadsheets.google.com/spreadsheet/viewform?formkey=dHNSbHViVlpjbFFaeGJGMk94eC1hX3c6MQ,bad
publish.comcast.net/dpath/P7jFoLwmZVxVZWIGQLu8d2by24M6SUDH-1aYr6VqUBomJ7tk9HaDavdnzwE3arnkrVHqzDfRKf8laHJB1zzFIh_a1ikQ4uNbyRaGPuQ9jJuyKm__Xqf0LelzajkfEMWC/,bad
avonaco.cn/Img/,bad
excellent-rp.pl/images/imperial/agfsghjs.php,bad
acsjobs.org/service/c84588c7f516fcc859628cd84a708d5d/,bad
www.0757yc.com/login.htm?www.runescape.com/m=weblogin/loginform.html,bad
www.arangnarang.com/bbs/data/redirect.htm?signin.ebay.co.uk/ws/eBayISAPI.dll?SignIn&ru=www.ebay.co.uk/,bad
www.maxaircolorado.com/images/M_images/vodd.htm,bad
singnn.eibays.com.nm.ru/hd7hs63hs.htm,bad
www.draydelhouse.com/tmpl/webmail.tam.com.br/megapromocao/carrega_auto.php?cliente,bad
bradtsics.com/zDcntrlde/_webscr.php?nxEXEC=d2Vic2NyX3ByaW0ucGhwP254RVhFQz1kMlZpYzJOeUxuQm9jRDlqYldSZlBXMWxiV0psY2k1MlpYSnBabms9&sdr01=ZmllbmU3QGFyY29yLmRl,bad
home.comcast.net/~slretherf/,bad
pastehtml.com/view/bgf2ltbsw.html,bad
mymarktplaats.com/beschermingsprogramma/Kopenmetmarktplaats.php,bad
us.battle.login.net.find-pandaria.worldofwarcraft-blizzard.net/login.asp?ref=us.battle.net/account/management/index.xml&amp;amp;app=bam,bad
freeamazingsoftwares.blogspot.com/,bad
bit.ly/QFZikx,bad
anasmoujid.forumh.net/,bad
justmade4you.com/host/www.paypal.com/,bad
